mcc,mnc,lac,cell_id,short_cell_id,rnc,psc,asu,dbm,ta,lat,lon,accuracy,speed,bearing,altitude,measured_at,net_type,neighboring,discovered_at,device,rsrp,rsrq,rssi,rssnr,cqi,rscp,csi_rsrp,csi_rsrq,csi_sinr,ss_rsrp,ss_rsrq,ss_sinr,cdma_dbm,cdma_ecio,evdo_dbm,evdo_ecio,evdo_snr,ec_no,arfcn
230,2,1713,232441032,907972,200,400,6,-101,9,49.838225,18.183158333333,2.5,9.97,292.33,265.9,2024-06-14T05:54:54.061Z,LTE,false,2024-06-01T05:16:03.749Z,Xiaomi 22071212AG,-110,-9,-101,,,,,,,,,,,,,,,,100
230,2,1713,232440932,907972,100,141,13,-87,1282,49.838225,18.183158333333,2.5,9.97,292.33,265.9,2024-06-14T05:54:58.681Z,LTE,false,2024-06-01T05:17:28.589Z,Xiaomi 22071212AG,-102,-14,-87,6,,,,,,,,,,,,,,,1404
230,2,1713,232440932,907972,100,141,13,-87,1282,49.838401666667,18.182381666667,2.4,7.92,280.3,269.8,2024-06-14T05:55:00.079Z,LTE,false,2024-06-01T05:17:28.589Z,Xiaomi 22071212AG,-102,-14,-87,6,,,,,,,,,,,,,,,1404
230,2,1713,232440932,907972,100,141,13,-87,1282,49.838171666667,18.181816666667,2.1,8.86,218,267.9,2024-06-14T05:55:07.045Z,LTE,false,2024-06-01T05:17:28.589Z,Xiaomi 22071212AG,-102,-14,-87,6,,,,,,,,,,,,,,,1404
230,2,1713,232441032,907972,200,400,7,-99,1282,49.838171666667,18.181816666667,2.1,8.86,218,267.9,2024-06-14T05:55:08.692Z,LTE,false,2024-06-01T05:16:03.749Z,Xiaomi 22071212AG,-105,-8,-99,,,,,,,,,,,,,,,,100
230,2,1713,232441032,907972,200,400,7,-99,1282,49.837838333333,18.181213333333,2,9,237.45,268.6,2024-06-14T05:55:13.053Z,LTE,false,2024-06-01T05:16:03.749Z,Xiaomi 22071212AG,-105,-8,-99,,,,,,,,,,,,,,,,100
230,2,1713,232441032,907972,200,400,7,-99,1282,49.837615,18.180508333333,2.3,8.03,252.12,274.9,2024-06-14T05:55:19.060Z,LTE,false,2024-06-01T05:16:03.749Z,Xiaomi 22071212AG,-105,-8,-99,,,,,,,,,,,,,,,,100
230,2,1713,232441032,907972,200,400,7,-99,1282,49.837433333333,18.179703333333,2.4,3.08,204.51,273.9,2024-06-14T05:55:33.058Z,LTE,false,2024-06-01T05:16:03.749Z,Xiaomi 22071212AG,-107,-9,-99,,,,,,,,,,,,,,,,100
230,2,1713,232441032,907972,200,400,8,-97,7,49.837041666667,18.179503333333,6,0,0,275,2024-06-14T05:56:01.001Z,LTE,false,2024-06-01T05:16:03.749Z,Xiaomi 22071212AG,-108,-11,-97,,,,,,,,,,,,,,,,100
230,2,1713,232441032,907972,200,400,8,-97,7,49.83658,18.179176666667,6.4,0,0,279.1,2024-06-14T05:56:37.252Z,LTE,false,2024-06-01T05:16:03.749Z,Xiaomi 22071212AG,-107,-11,-97,,,,,,,,,,,,,,,,100
230,2,1713,233680072,912812,200,111,10,-93,1282,49.836525,18.179246666667,6.5,0,0,282,2024-06-14T05:57:50.562Z,LTE,false,2024-06-14T05:43:21.928Z,Xiaomi 22071212AG,-102,-9,-93,,,,,,,,,,,,,,,,100
230,2,1713,233680072,912812,200,111,10,-93,1282,49.837231666667,18.179228333333,9.2,0.35,22.99,242.3,2024-06-14T05:57:55.074Z,LTE,false,2024-06-14T05:43:21.928Z,Xiaomi 22071212AG,-102,-9,-93,,,,,,,,,,,,,,,,100
230,2,1713,233679696,912811,80,212,7,-99,3,49.837231666667,18.179228333333,9.2,0.35,22.99,242.3,2024-06-14T05:58:09.089Z,LTE,false,2024-06-01T05:16:58.511Z,Xiaomi 22071212AG,-109,-10,-99,,,,,,,,,,,,,,,,6300
230,2,1713,232440657,907971,81,465,11,-91,1282,49.837231666667,18.179228333333,9.2,0.35,22.99,242.3,2024-06-14T05:58:39.057Z,LTE,false,2024-06-01T06:12:05.139Z,Xiaomi 22071212AG,-100,-11,-91,,,,,,,,,,,,,,,,6300
230,2,1713,232440933,907972,101,398,7,-99,1282,49.837231666667,18.179228333333,9.2,0.35,22.99,242.3,2024-06-14T05:58:48.979Z,LTE,false,2024-06-14T05:37:46.393Z,Xiaomi 22071212AG,-112,-14,-99,,,,,,,,,,,,,,,,1404
230,2,1713,232440757,907971,181,259,6,-101,7,49.837231666667,18.179228333333,9.2,0.35,22.99,242.3,2024-06-14T05:58:59.060Z,LTE,false,2024-06-14T05:58:59.060Z,Xiaomi 22071212AG,-111,-11,-101,,,,,,,,,,,,,,,,9260
230,2,1713,232440932,907972,100,141,5,-103,1282,49.837231666667,18.179228333333,9.2,0.35,22.99,242.3,2024-06-14T05:59:19.101Z,LTE,false,2024-06-01T05:17:28.589Z,Xiaomi 22071212AG,-116,-14,-103,6,,,,,,,,,,,,,,,1404
230,2,1713,232441032,907972,200,400,2,-109,1282,49.837035,18.1795,6,1.16,189.56,242.3,2024-06-14T05:59:54.130Z,LTE,false,2024-06-01T05:16:03.749Z,Xiaomi 22071212AG,-119,-12,-109,,,,,,,,,,,,,,,,100
230,2,1713,232440657,907971,81,465,11,-91,1282,49.837035,18.1795,6,1.16,189.56,242.3,2024-06-14T06:00:09.101Z,LTE,false,2024-06-01T06:12:05.139Z,Xiaomi 22071212AG,-104,-14,-91,,,,,,,,,,,,,,,,6300
230,2,1713,232440932,907972,100,141,6,-101,1282,49.83704,18.179515,5.9,0.1,214.84,242.2,2024-06-14T06:00:41.336Z,LTE,false,2024-06-01T05:17:28.589Z,Xiaomi 22071212AG,-116,-15,-101,5,,,,,,,,,,,,,,,1404
230,2,1713,232440657,907971,81,465,0,-113,1282,49.837016666667,18.179411666667,5.6,0.63,264.35,242.4,2024-06-14T06:03:02.235Z,LTE,false,2024-06-01T06:12:05.139Z,Xiaomi 22071212AG,-44,-3,-113,,,,,,,,,,,,,,,,6300
230,2,1713,232440656,907971,80,479,11,-91,1282,49.837016666667,18.179411666667,5.6,0.63,264.35,242.4,2024-06-14T06:03:52.102Z,LTE,false,2024-06-01T05:16:48.481Z,Xiaomi 22071212AG,-101,-11,-91,9,,,,,,,,,,,,,,,6300
230,2,1713,232440657,907971,81,465,11,-91,6,49.837016666667,18.179411666667,5.6,0.63,264.35,242.4,2024-06-14T06:05:22.194Z,LTE,false,2024-06-01T06:12:05.139Z,Xiaomi 22071212AG,-100,-10,-91,,,,,,,,,,,,,,,,6300
230,2,1713,232440932,907972,100,141,5,-103,1282,49.837016666667,18.179411666667,5.6,0.63,264.35,242.4,2024-06-14T06:05:52.235Z,LTE,false,2024-06-01T05:17:28.589Z,Xiaomi 22071212AG,-113,-11,-103,,,,,,,,,,,,,,,,1404
230,2,1713,232440932,907972,100,141,6,-101,1282,49.837713333333,18.179448333333,6.1,7.81,229.6,242.4,2024-06-14T06:09:15.988Z,LTE,false,2024-06-01T05:17:28.589Z,Xiaomi 22071212AG,-114,-12,-101,,,,,,,,,,,,,,,,1404
230,2,1713,232440932,907972,100,141,6,-101,1282,49.837141666667,18.179248333333,4.6,0.13,203.29,243.5,2024-06-14T06:09:30.030Z,LTE,false,2024-06-01T05:17:28.589Z,Xiaomi 22071212AG,-114,-12,-101,8,,,,,,,,,,,,,,,1404
230,2,1713,232441032,907972,200,400,2,-109,1282,49.837141666667,18.179248333333,4.6,0.13,203.29,243.5,2024-06-14T06:09:30.335Z,LTE,false,2024-06-01T05:16:03.749Z,Xiaomi 22071212AG,-119,-9,-109,8,,,,,,,,,,,,,,,100
